Dates,Predictions,Actual
2018-04-17,1096.4718056954443,1079.3599853515623
2018-04-18,1098.4190214909613,1075.3900146484377
2018-04-19,1100.3042659796774,1089.449951171875
2018-04-20,1098.5085352696478,1077.3199462890623
2018-04-23,1091.4969791211188,1073.81005859375
2018-04-24,1089.233232382685,1022.6400146484376
2018-04-25,1090.8613958396018,1022.989990234375
2018-04-26,1103.067234043032,1043.31005859375
2018-04-27,1101.0363202132285,1031.449951171875
2018-04-30,1098.3123841322958,1018.5800170898438
2018-05-01,1103.6580643691123,1040.75
2018-05-02,1098.538290027529,1026.050048828125
2018-05-03,1103.8871479071677,1026.300048828125
2018-05-04,1109.4825730361044,1051.0
2018-05-07,1113.2892401255667,1059.4599609375
2018-05-08,1114.0628478564322,1058.5899658203123
2018-05-09,1116.6552460230887,1088.949951171875
2018-05-10,1117.5520420707762,1105.469970703125
2018-05-11,1112.2453904785216,1103.3800048828123
2018-05-14,1108.9729197658598,1106.5999755859377
2018-05-15,1106.6554225124419,1084.8699951171877
2018-05-16,1093.5088065303862,1084.0899658203123
2018-05-17,1082.797148052603,1081.260009765625
2018-05-18,1069.9994395412505,1069.6400146484377
2018-05-21,1070.198691148311,1084.010009765625
2018-05-22,1063.194938916713,1075.31005859375
2018-05-23,1069.3247049041092,1085.9599609375
2018-05-24,1067.6612571664155,1085.449951171875
2018-05-25,1076.5563329644501,1084.0799560546877
2018-05-29,1082.9011205621064,1068.0699462890623
2018-05-30,1088.2333792634308,1077.469970703125
2018-05-31,1088.793144542724,1100.0
2018-06-01,1086.2626856155694,1135.0
2018-06-04,1079.4237464256585,1153.0400390625
2018-06-05,1071.1835311241448,1151.02001953125
2018-06-06,1068.0022538490593,1146.949951171875
2018-06-07,1070.415736515075,1134.4200439453125
2018-06-08,1071.1157524771988,1132.7099609375
2018-06-11,1070.4157546944916,1140.9000244140625
2018-06-12,1065.2628611512482,1148.18994140625
2018-06-13,1058.3091219849885,1144.22998046875
2018-06-14,1053.8961709924042,1160.1099853515625
2018-06-15,1049.4942740388215,1159.27001953125
2018-06-18,1056.4481004662812,1183.5799560546875
2018-06-19,1058.002586144954,1178.68994140625
2018-06-20,1058.8598743863404,1184.0699462890625
2018-06-21,1054.1345941014588,1169.43994140625
2018-06-22,1046.2438980527222,1169.2900390625
2018-06-25,1046.1622184701264,1139.280029296875
2018-06-26,1051.5313118882477,1132.6199951171875
2018-06-27,1066.7611864991486,1116.93994140625
2018-06-28,1082.0105933137238,1126.780029296875
2018-06-29,1088.57395305112,1129.18994140625
2018-07-02,1094.917467970401,1142.1099853515625
2018-07-03,1091.251382727176,1116.280029296875
2018-07-05,1087.1210035271943,1141.2900390625
2018-07-06,1080.7698306031525,1155.0799560546875
2018-07-09,1080.0875213332474,1167.280029296875
2018-07-10,1086.1023166365921,1167.1400146484375
2018-07-11,1106.234408158809,1171.4599609375
2018-07-12,1128.4350211806595,1201.260009765625
2018-07-13,1138.5302512831986,1204.4200439453125
2018-07-16,1144.1345946975052,1196.510009765625
2018-07-17,1140.3210306353867,1213.0799560546875
2018-07-18,1132.8817029185593,1212.9100341796875
2018-07-19,1139.6153068728745,1199.0999755859375
2018-07-20,1140.6722060628235,1197.8800048828125
2018-07-23,1145.9994865842164,1211.0
2018-07-24,1142.1087876744568,1258.1500244140625
2018-07-25,1137.4114090390503,1275.93994140625
2018-07-26,1134.6418100781739,1285.5
2018-07-27,1140.8567277379334,1252.8900146484375
2018-07-30,1145.6179639287293,1230.0400390625
2018-07-31,1142.7333671040833,1227.219970703125
2018-08-01,1151.8839246220887,1232.989990234375
2018-08-02,1157.486717838794,1241.1300048828125
2018-08-03,1156.2941575236619,1238.1600341796875
2018-08-06,1168.4590649791062,1237.6700439453125
2018-08-07,1179.2413716502488,1255.8399658203125
2018-08-08,1182.6360275931656,1261.3299560546875
2018-08-09,1185.370638627559,1264.4599609375
2018-08-10,1187.9950390048325,1252.510009765625
2018-08-13,1190.7785368151963,1248.6400146484375
2018-08-14,1195.7966590113938,1258.1400146484375
2018-08-15,1195.9795102961361,1232.219970703125
2018-08-16,1197.345725286752,1224.06005859375
2018-08-17,1207.3930752165616,1215.8499755859375
2018-08-20,1227.010894048959,1221.949951171875
2018-08-21,1239.5129997618496,1217.4100341796875
2018-08-22,1243.142293203622,1221.75
2018-08-23,1240.069537628442,1221.1600341796875
2018-08-24,1238.1186832077801,1236.75
2018-08-27,1232.0607999451458,1256.27001953125
2018-08-28,1224.6791399605572,1245.8599853515625
2018-08-29,1221.4111312516034,1264.6500244140625
2018-08-30,1220.3282589800656,1254.43994140625
2018-08-31,1219.1353335268795,1231.800048828125
2018-09-04,1218.7803755886853,1211.31005859375
2018-09-05,1219.8327201493084,1199.0999755859375
2018-09-06,1233.3774112351239,1183.989990234375
2018-09-07,1262.6846088059247,1177.5899658203125
2018-09-10,1293.2436030991375,1175.06005859375
2018-09-11,1316.1813071854413,1189.989990234375
2018-09-12,1315.29509620741,1171.5999755859375
2018-09-13,1308.2905676849186,1182.1400146484375
2018-09-14,1294.813593197614,1177.97998046875
2018-09-17,1294.105299104005,1159.8299560546875
2018-09-18,1306.2124787457287,1167.1099853515625
2018-09-19,1301.547042477876,1174.27001953125
2018-09-20,1298.334815133363,1191.5699462890625
2018-09-21,1295.0476256497204,1172.1199951171875
2018-09-24,1295.6807410009205,1179.56005859375
2018-09-25,1292.267229963094,1193.8900146484375
2018-09-26,1285.5452417619526,1194.06005859375
2018-09-27,1292.180623460561,1207.3599853515625
2018-09-28,1299.0716113336384,1207.0799560546875
2018-10-01,1308.4443053491414,1208.530029296875
2018-10-02,1312.4962343461812,1207.6400146484375
2018-10-03,1315.9196485765278,1211.530029296875
2018-10-04,1315.18370853737,1177.0699462890625
2018-10-05,1313.6929119713604,1167.8299560546875
2018-10-08,1330.5351799614727,1155.9200439453125
2018-10-09,1363.8704994805157,1145.1700439453125
2018-10-10,1394.4435909874737,1092.1600341796877
2018-10-11,1410.0590256340802,1090.739990234375
2018-10-12,1429.3215855248272,1120.5400390625
2018-10-15,1428.131684768945,1102.43994140625
2018-10-16,1414.5077996142209,1133.0799560546875
2018-10-17,1397.0535168536007,1127.5899658203125
2018-10-18,1392.7786488421261,1097.9100341796877
2018-10-19,1396.2043640501797,1105.1800537109377
2018-10-22,1389.8567426092923,1111.3699951171877
2018-10-23,1385.8358356840909,1114.9100341796877
2018-10-24,1390.251791704446,1057.1199951171877
2018-10-25,1377.5997359640896,1103.5899658203123
2018-10-26,1364.2114741690457,1083.75
2018-10-29,1357.40412639454,1034.72998046875
2018-10-30,1351.781094301492,1049.510009765625
2018-10-31,1338.328644502908,1090.5799560546877
2018-11-01,1330.77282069996,1085.97998046875
2018-11-02,1343.922183264047,1071.489990234375
2018-11-05,1359.7171337492764,1055.72998046875
2018-11-06,1372.8889553435147,1069.5699462890623
2018-11-07,1378.445690382272,1108.239990234375
2018-11-08,1380.0480238087475,1094.6300048828123
2018-11-09,1380.0243770182133,1077.02001953125
2018-11-12,1379.8635203689337,1049.3599853515623
2018-11-13,1386.934509024024,1047.969970703125
2018-11-14,1403.24937222898,1054.5799560546877
2018-11-15,1406.2558657974005,1071.050048828125
2018-11-16,1401.9986746162176,1068.27001953125
2018-11-19,1399.2691953033209,1027.4200439453123
2018-11-20,1391.0186269134283,1030.449951171875
2018-11-21,1382.2156026214361,1043.4300537109377
2018-11-23,1372.4957063049078,1030.0999755859377
2018-11-26,1370.766041263938,1055.93994140625
2018-11-27,1370.6905632317066,1052.280029296875
2018-11-28,1380.9212189018726,1091.7900390625
2018-11-29,1386.5436091721058,1094.5799560546877
2018-11-30,1395.3029294312,1109.6500244140623
2018-12-03,1397.0794815123081,1116.3599853515623
2018-12-04,1398.898866802454,1062.469970703125
2018-12-06,1386.850771099329,1078.0799560546877
2018-12-07,1371.0622350275517,1046.5799560546877
2018-12-10,1361.3293992578983,1053.1800537109377
2018-12-11,1350.1274882853031,1061.6500244140623
2018-12-12,1343.9354898035526,1073.72998046875
2018-12-13,1343.6024125814438,1073.5400390625
2018-12-14,1358.3046754598618,1051.7099609375
2018-12-17,1367.812889456749,1025.6500244140623
2018-12-18,1372.0258921384811,1043.4100341796877
2018-12-19,1368.0664347410202,1035.4599609375
2018-12-20,1371.8763445615768,1023.5800170898438
2018-12-21,1379.4753946065903,991.25
2018-12-24,1392.1343797445297,984.6699829101562
2018-12-26,1411.6704572439194,1047.8499755859377
2018-12-27,1419.2606147527695,1052.9000244140623
2018-12-28,1420.6744853258133,1046.6800537109377
2018-12-31,1416.5348898172379,1044.9599609375
2019-01-02,1410.7854577302933,1054.6800537109377
2019-01-03,1402.1248780488968,1025.469970703125
2019-01-04,1388.7884865999222,1078.0699462890623
2019-01-07,1377.933104634285,1075.9200439453123
2019-01-08,1381.7044907808304,1085.3699951171877
2019-01-09,1389.1116539239883,1081.6500244140623
2019-01-10,1392.247970700264,1078.8299560546877
2019-01-11,1394.1106556653976,1064.469970703125
2019-01-14,1398.273157954216,1051.510009765625
2019-01-15,1406.3588961362839,1086.510009765625
2019-01-16,1407.2208709716797,1089.510009765625
2019-01-17,1412.7471194267273,1099.1199951171877
2019-01-18,1412.4127732515335,1107.300048828125
2019-01-22,1412.4302929155529,1078.6300048828123
2019-01-23,1399.8038910143077,1084.4100341796877
2019-01-24,1382.1936958543956,1084.0
2019-01-25,1369.4845054857433,1101.510009765625
2019-01-28,1353.613938163966,1079.8599853515623
2019-01-29,1342.3378170244396,1070.06005859375
2019-01-30,1342.7712066285312,1097.989990234375
2019-01-31,1336.8409950844944,1125.8900146484377
2019-02-01,1333.5881626717746,1118.6199951171877
2019-02-04,1344.1958611123264,1141.4200439453125
2019-02-05,1352.1348316781223,1151.8699951171875
2019-02-06,1358.154419194907,1122.8900146484377
2019-02-07,1355.834042083472,1105.9100341796877
2019-02-08,1353.4360501877964,1102.3800048828123
2019-02-11,1362.7173154465854,1102.1199951171877
2019-02-12,1371.8550078980625,1127.5799560546875
2019-02-13,1371.549170743674,1128.6300048828125
2019-02-14,1372.3767925612628,1129.199951171875
2019-02-15,1375.8002859465778,1119.6300048828123
2019-02-19,1377.533096563071,1126.510009765625
2019-02-20,1375.202491056174,1120.5899658203123
2019-02-21,1381.0229747407138,1104.2099609375
2019-02-22,1389.3546064011753,1116.56005859375
2019-02-25,1390.1175361387432,1117.3299560546877
2019-02-26,1395.9751253835857,1122.010009765625
2019-02-27,1399.2078519575298,1122.8900146484377
2019-02-28,1401.3525410406291,1126.550048828125
2019-03-01,1401.565161343664,1148.52001953125
2019-03-04,1399.5077048502862,1153.4200439453125
2019-03-05,1397.4974881373346,1169.18994140625
2019-03-06,1395.8375153504312,1164.93994140625
2019-03-07,1398.4413340054452,1150.8499755859375
2019-03-08,1393.545602079481,1149.969970703125
2019-03-11,1394.1117416583002,1179.260009765625
2019-03-12,1387.1756387911737,1197.25
2019-03-13,1382.8543811999261,1199.06005859375
2019-03-14,1396.2244240008295,1192.530029296875
2019-03-15,1410.0373941622674,1190.300048828125
2019-03-18,1417.4848104678094,1188.550048828125
2019-03-19,1421.7875968180597,1202.4599609375
2019-03-20,1425.2171696387231,1226.4300537109375
2019-03-21,1424.814642008394,1236.1300048828125
2019-03-22,1424.0157511793077,1207.6500244140625
2019-03-25,1408.471288021654,1197.3800048828125
2019-03-26,1394.9663050733507,1189.8399658203125
2019-03-27,1409.588737782091,1178.010009765625
2019-03-28,1446.8754542432725,1172.27001953125
2019-03-29,1477.6410792432725,1176.8900146484375
2019-04-01,1485.0243685804307,1198.97998046875
2019-04-02,1477.0201447568834,1205.5400390625
2019-04-03,1469.391366776079,1210.81005859375
2019-04-04,1466.6994660459459,1219.449951171875
2019-04-05,1468.454742129892,1211.449951171875
2019-04-08,1466.8739729486406,1208.280029296875
2019-04-09,1454.984696444124,1202.68994140625
2019-04-10,1445.5745497308671,1206.449951171875
2019-04-11,1440.751451548189,1209.5899658203125
2019-04-12,1438.1731463037431,1222.72998046875
2019-04-15,1436.869914945215,1226.530029296875
2019-04-16,1445.6369180046022,1231.9100341796875
2019-04-17,1449.3527564369142,1240.1400146484375
2019-04-18,1448.8580865226686,1241.469970703125
2019-04-22,1449.4882257543504,1253.760009765625
2019-04-23,1447.2436483465135,1270.5899658203125
2019-04-24,1444.3053739629686,1260.050048828125
2019-04-25,1442.3550221286714,1267.3399658203125
2019-04-26,1437.1671254001558,1277.4200439453125
2019-04-29,1438.6299496255815,1296.199951171875
2019-04-30,1449.1773033700883,1198.9599609375
2019-05-01,1453.7666779123247,1173.3199462890625
2019-05-02,1445.1397877298295,1166.510009765625
2019-05-03,1463.3868523202837,1189.550048828125
2019-05-06,1486.7960835061967,1193.4599609375
2019-05-07,1495.1770134530962,1178.8599853515625
2019-05-08,1487.571806486696,1170.780029296875
2019-05-09,1494.1932550035417,1167.969970703125
2019-05-10,1519.6724362932146,1167.6400146484375
2019-05-13,1538.1212487779558,1136.5899658203125
2019-05-14,1544.136063631624,1124.8599853515623
2019-05-15,1554.6152105890214,1170.800048828125
2019-05-16,1553.7768033109605,1184.5
2019-05-17,1544.3654625974596,1168.780029296875
2019-05-20,1535.1714099012315,1144.6600341796875
2019-05-21,1527.1626408658922,1154.43994140625
2019-05-22,1516.650243099779,1155.8499755859375
2019-05-23,1514.2298586927354,1145.3399658203125
2019-05-24,1510.7068284116685,1138.6099853515625
2019-05-28,1508.221146401018,1139.56005859375
2019-05-29,1507.4720270000398,1119.93994140625
2019-05-30,1505.5268807969987,1121.4100341796877
2019-05-31,1506.834148582071,1106.5
2019-06-03,1508.8907114826143,1038.739990234375
2019-06-04,1513.9493982158601,1054.489990234375
2019-06-05,1508.5215131603181,1044.6400146484377
2019-06-06,1515.144143756479,1047.760009765625
2019-06-07,1516.7220395170152,1068.3699951171877
2019-06-10,1516.6932447329164,1082.760009765625
2019-06-11,1515.4421905651689,1081.0400390625
2019-06-12,1519.434208072722,1079.0999755859377
2019-06-13,1525.104621566832,1091.010009765625
2019-06-14,1530.2890745773911,1086.300048828125
2019-06-17,1530.6812566891313,1093.8900146484377
2019-06-18,1533.5001687183976,1105.239990234375
2019-06-19,1532.6101055517793,1104.510009765625
2019-06-20,1533.8737372532487,1113.199951171875
2019-06-21,1531.861923135817,1125.3699951171877
2019-06-24,1528.7347838059068,1116.699951171875
2019-06-25,1527.4443412199616,1087.5799560546877
2019-06-26,1510.9228949919343,1080.3199462890623
2019-06-27,1524.819134272635,1076.6300048828123
2019-06-28,1560.1894498243928,1082.800048828125
2019-07-01,1567.991747893393,1100.0
2019-07-02,1560.0695577040315,1112.5999755859377
2019-07-03,1550.5881057158113,1122.989990234375
2019-07-05,1547.2615332975984,1132.6700439453125
2019-07-08,1553.621998347342,1116.7900390625
2019-07-09,1553.7987093552947,1124.2900390625
2019-07-10,1539.5766434296966,1140.9100341796875
2019-07-11,1527.8605694398284,1144.0799560546875
2019-07-12,1537.5345177277923,1145.3399658203125
2019-07-15,1555.532597027719,1150.510009765625
2019-07-16,1558.5846011266112,1153.4599609375
2019-07-17,1559.2323391065001,1146.739990234375
2019-07-18,1558.4696061238647,1147.239990234375
2019-07-19,1557.6802323684096,1131.550048828125
2019-07-22,1557.7207658328116,1139.2099609375
2019-07-23,1553.016382459551,1148.050048828125
2019-07-24,1553.4283214844763,1139.72998046875
2019-07-25,1569.281073216349,1135.93994140625
2019-07-26,1580.7575870789587,1245.219970703125
2019-07-29,1585.0577889718115,1241.8399658203125
2019-07-30,1592.069560650736,1228.0
2019-07-31,1600.5446440018713,1218.199951171875
2019-08-01,1609.5787283219397,1211.780029296875
2019-08-02,1623.046520832926,1196.3199462890625
2019-08-05,1640.3567796982825,1154.75
2019-08-06,1660.7390924729407,1171.0799560546875
2019-08-07,1669.479569081217,1175.9100341796875
2019-08-08,1667.601320747286,1206.18994140625
2019-08-09,1661.197484973818,1188.9000244140625
2019-08-12,1645.033329013735,1174.5
2019-08-13,1630.125092510134,1196.72998046875
2019-08-14,1616.020314220339,1164.25
2019-08-15,1603.9643955267966,1169.3199462890625
2019-08-16,1586.8466415442526,1179.2099609375
2019-08-19,1572.6915159262717,1200.43994140625
2019-08-20,1561.5658063925803,1183.530029296875
2019-08-21,1558.1781697310507,1191.5799560546875
2019-08-22,1548.6257500685751,1191.52001953125
2019-08-23,1547.807184819132,1153.5799560546875
2019-08-26,1542.096220139414,1171.1800537109375
2019-08-27,1532.6629534997046,1170.8199462890625
2019-08-28,1538.581046704203,1173.75
2019-08-29,1548.3148533143103,1194.239990234375
2019-08-30,1550.5714749135077,1190.530029296875
2019-09-03,1558.04686582461,1169.550048828125
2019-09-04,1558.4351738132536,1182.27001953125
2019-09-05,1546.2706621326506,1212.18994140625
2019-09-06,1534.2034509815276,1206.3199462890625
2019-09-09,1544.2453306354582,1205.27001953125
2019-09-10,1556.7979162372649,1205.699951171875
2019-09-11,1564.861082855612,1220.0
2019-09-12,1567.6653984226286,1234.969970703125
2019-09-13,1566.9270561374724,1240.030029296875
2019-09-16,1564.5658331550658,1231.6300048828125
2019-09-17,1559.246060911566,1229.8800048828125
2019-09-18,1552.6337958015501,1232.6500244140625
2019-09-19,1546.665964666754,1238.75
2019-09-20,1537.1219392456114,1229.8399658203125
2019-09-23,1540.4993935264647,1234.68994140625
2019-09-24,1541.355507556349,1218.3299560546875
2019-09-25,1535.9717490114272,1245.93994140625
2019-09-26,1529.4427453912795,1242.2900390625
2019-09-27,1538.9777490533888,1225.949951171875
2019-09-30,1549.8068162836134,1221.1400146484375
2019-10-01,1559.4008294977248,1206.0
2019-10-02,1569.9448062814772,1177.9200439453125
2019-10-03,1580.3748104013503,1189.4300537109375
2019-10-04,1589.1790286935866,1210.9599609375
2019-10-07,1592.5049521364272,1208.25
2019-10-08,1591.4765329994261,1190.1300048828125
2019-10-09,1588.4497476257384,1202.4000244140625
2019-10-10,1581.3195028938353,1209.469970703125
2019-10-11,1574.9748497642577,1215.7099609375
2019-10-14,1572.2742291130126,1217.77001953125
2019-10-15,1576.8657775558531,1242.239990234375
2019-10-16,1577.6758423484862,1243.0
2019-10-17,1580.9599860347807,1252.800048828125
2019-10-18,1577.89511019364,1244.4100341796875
2019-10-21,1571.951901499182,1244.280029296875
2019-10-22,1562.3166914619505,1241.199951171875
2019-10-23,1556.853452268988,1257.6300048828125
2019-10-24,1550.8605051673949,1259.1099853515625
2019-10-25,1558.3037305511534,1264.300048828125
2019-10-28,1560.292005006224,1288.97998046875
2019-10-29,1559.4446191824973,1260.6600341796875
2019-10-30,1548.9806690253317,1260.699951171875
2019-10-31,1539.2817096747458,1258.800048828125
2019-11-01,1536.9245820082724,1272.25
2019-11-04,1536.178648415953,1289.6099853515625
2019-11-05,1536.2943311072886,1291.43994140625
2019-11-06,1545.7845807410777,1291.010009765625
2019-11-07,1552.4573545791209,1306.93994140625
2019-11-08,1553.6194671727717,1309.0
2019-11-11,1554.8814312554896,1298.280029296875
2019-11-12,1556.6239837743342,1297.2099609375
2019-11-13,1559.8748897649348,1296.1800537109375
2019-11-14,1563.0120147801936,1309.1500244140625
2019-11-15,1562.6491494812071,1333.5400390625
2019-11-18,1561.1186341680586,1319.8399658203125
2019-11-19,1557.8991221822798,1312.5899658203125
2019-11-20,1560.1224634088576,1301.8599853515625
2019-11-21,1569.3666669763625,1300.1400146484375
2019-11-22,1585.5658037103713,1293.6700439453125
2019-11-25,1598.8791028894484,1305.6400146484375
2019-11-26,1600.2105661071837,1313.0
2019-11-27,1597.702052179724,1312.1300048828125
2019-11-29,1595.2988515533507,1304.0899658203125
2019-12-02,1589.8905091919005,1288.8599853515625
2019-12-03,1585.5806551612914,1294.739990234375
2019-12-04,1576.0581045784056,1318.93994140625
2019-12-05,1565.083487574011,1326.9599609375
2019-12-06,1563.3350200094283,1339.3900146484375
2019-12-09,1566.710293713957,1342.989990234375
2019-12-10,1582.1716946996748,1342.8900146484375
2019-12-11,1595.0270585455,1344.25
2019-12-12,1594.10740012303,1348.489990234375
2019-12-13,1589.3128835596144,1346.8699951171875
2019-12-16,1587.400010291487,1360.699951171875
2019-12-17,1584.0766336359084,1354.8900146484375
2019-12-18,1587.9303736127913,1351.9100341796875
2019-12-19,1591.7118753828108,1356.43994140625
2019-12-20,1593.2975665964186,1351.219970703125
2019-12-23,1596.400849763304,1350.6300048828125
2019-12-24,1599.4940955080092,1344.4300537109375
2019-12-26,1601.1026353277266,1362.469970703125
2019-12-27,1598.7078282274306,1354.6400146484375
2019-12-30,1603.454570952803,1339.7099609375
2019-12-31,1612.9264566339552,1339.3900146484375
2020-01-02,1622.527126494795,1368.6800537109375
2020-01-03,1623.1652395166457,1361.52001953125
2020-01-06,1621.619773093611,1397.81005859375
2020-01-07,1617.515609446913,1395.1099853515625
2020-01-08,1615.7986198104918,1405.0400390625
2020-01-09,1613.8320187963545,1419.7900390625
2020-01-10,1608.4106258787215,1428.9599609375
2020-01-13,1602.196199361235,1440.030029296875
2020-01-14,1595.3222250379622,1430.5899658203125
2020-01-15,1585.5660013593733,1439.199951171875
2020-01-16,1574.0067305006087,1450.1600341796875
2020-01-17,1559.9416078962386,1479.52001953125
2020-01-21,1548.0082249082625,1482.25
2020-01-22,1547.9231234379113,1483.8699951171875
2020-01-23,1555.6186605282128,1484.68994140625
2020-01-24,1556.748712260276,1466.1700439453125
2020-01-27,1548.5523621626198,1431.72998046875
2020-01-28,1546.2075388021767,1450.5
